Title,Publication Title,DOI,Authors,Year,Link,Type,read,Repeated,ACM,SCOPUS,IEEE,WOS
Low-cost automated generation of application maps for control of <i>Rumex Obtusifolius</i> in grasslands,Precision Agriculture,10.1007/s11119-025-10242-4,Frederick Charles EichhornSebastian KneerDaniel Görges,2025,https://link.springer.com/article/10.1007/s11119-025-10242-4,Article,,removed,no,,,
LSSMSD: defending against black-box DNN model stealing based on localized stochastic sensitivity,International Journal of Machine Learning and Cybernetics,10.1007/s13042-024-02376-0,Xueli ZhangJiale ChenQihua LiJianjun ZhangWing W. Y. NgTing Wang,2024,https://link.springer.com/article/10.1007/s13042-024-02376-0,Article,,removed,no,no,no,no
Machine learning for human emotion recognition: a comprehensive review,Neural Computing and Applications,10.1007/s00521-024-09426-2,Eman M. G. YounisSomeya MohsenEssam H. HousseinOsman Ali Sadek Ibrahim,2024,https://link.springer.com/article/10.1007/s00521-024-09426-2,Article,,removed,no,no,no,no
"Machine Learning for&#xa0;Active Assisted Living: Core Concepts, Challenges, and&#xa0;Solutions",Privacy-Aware Monitoring for Assisted Living,10.1007/978-3-031-84158-3_2,Eftim ZdravevskiPetre Lameski,2025,https://link.springer.com/chapter/10.1007/978-3-031-84158-3_2,Chapter,,removed,no,no,no,no
"Machine Learning in Future Wireless Communications: Innovations, Applications, and Open Challenges",Wireless Personal Communications,10.1007/s11277-025-11770-y,Shahnaz FatimaShri Ramtej Kondamuri,2025,https://link.springer.com/article/10.1007/s11277-025-11770-y,Article,,removed,no,no,no,no
"Machine-learning models for Alzheimer’s disease diagnosis using neuroimaging data: survey, reproducibility, and generalizability evaluation",Brain Informatics,10.1186/s40708-025-00252-3,Maryam Akhavan AghdamSerdar BozdagFahad Saeed,2025,https://link.springer.com/article/10.1186/s40708-025-00252-3,Article,,removed,no,no,no,no
Managing Dataset Shift by&#xa0;Adversarial Validation for&#xa0;Credit Scoring,PRICAI 2022: Trends in Artificial Intelligence,10.1007/978-3-031-20862-1_35,Hongyi QianBaohui WangPing MaLei PengSongfeng GaoYou Song,2022,https://link.springer.com/chapter/10.1007/978-3-031-20862-1_35,Conference paper,,removed,no,,,
Manifold Adversarial Learning for&#xa0;Cross-domain 3D Shape Representation,Computer Vision – ECCV 2022,10.1007/978-3-031-19809-0_16,Hao HuangCheng ChenYi Fang,2022,https://link.springer.com/chapter/10.1007/978-3-031-19809-0_16,Conference paper,,removed,no,no,no,no
PuzzleShuffle: Undesirable Feature Learning for Semantic Shift Detection,Machine Learning and Knowledge Discovery in Databases. Applied Data Science Track,10.1007/978-3-030-86517-7_1,Yusuke KanebakoKazuki Tsukamoto,2021,https://link.springer.com/chapter/10.1007/978-3-030-86517-7_1,Conference paper,yes,moved,no,no,no,yes
Rasd: Semantic Shift Detection and&#xa0;Adaptation for&#xa0;Network Intrusion Detection,ICT Systems Security and Privacy Protection,10.1007/978-3-031-65175-5_2,Fahad AlotaibiSergio Maffeis,2024,https://link.springer.com/chapter/10.1007/978-3-031-65175-5_2,Conference paper,yes,moved,no,no,no,yes
"Federated learning in cloud-edge collaborative architecture: key technologies, applications and challenges",Journal of Cloud Computing,10.1186/s13677-022-00377-4,Guanming BaoPing Guo,2022,https://link.springer.com/article/10.1186/s13677-022-00377-4,Article,,removed,no,no,no,no
Few-shot adaptation of multi-modal foundation models: a survey,Artificial Intelligence Review,10.1007/s10462-024-10915-y,Fan LiuTianshu ZhangWenwen DaiChuanyi ZhangWenwen CaiXiaocong ZhouDelong Chen,2024,https://link.springer.com/article/10.1007/s10462-024-10915-y,Article,,removed,no,no,no,no
Recognizing unknowns: a survey on visual open-set recognition,Applied Intelligence,10.1007/s10489-025-06956-7,Xiwen LiWei QuanJia HuangPeiyuan Hong,2025,https://link.springer.com/article/10.1007/s10489-025-06956-7,Article,yes,moved,no,no,no,no
MDiFF: Exploiting Multimodal Score-Based Diffusion Models for&#xa0;New Fashion Product Performance Forecasting,Computer Vision – ECCV 2024 Workshops,10.1007/978-3-031-91569-7_21,Andrea AvogaroLuigi CapogrossoFranco FummiMarco Cristani,2025,https://link.springer.com/chapter/10.1007/978-3-031-91569-7_21,Conference paper,,removed,no,,,
Measuring Chemical&#xa0;LLM robustness to molecular representations: a SMILES variation-based framework,Journal of Cheminformatics,10.1186/s13321-025-01079-0,Veronika GaneevaKuzma KhrabrovArtur KadurinElena Tutubalina,2025,https://link.springer.com/article/10.1186/s13321-025-01079-0,Article,,removed,no,no,no,no
Med-NCA: Robust and&#xa0;Lightweight Segmentation with&#xa0;Neural Cellular Automata,Information Processing in Medical Imaging,10.1007/978-3-031-34048-2_54,John KalkhofCamila GonzálezAnirban Mukhopadhyay,2023,https://link.springer.com/chapter/10.1007/978-3-031-34048-2_54,Conference paper,,removed,no,,,
Refining unified model by test-time dynamic adaptation for domain shift problem,The Journal of Supercomputing,10.1007/s11227-025-07770-1,Haishun DuLinbing CaoJieru LiWenzhe Zhang,2025,https://link.springer.com/article/10.1007/s11227-025-07770-1,Article,yes,moved,no,no,no,no
Meta-Learning,Continual and Reinforcement Learning for Edge AI,10.1007/978-3-031-84363-1_4,Hang WangSen LinJunshan Zhang,2025,https://link.springer.com/chapter/10.1007/978-3-031-84363-1_4,Chapter,,removed,no,no,no,no
Meta-learning to address diverse Earth observation problems across resolutions,Communications Earth & Environment,10.1038/s43247-023-01146-0,Marc RußwurmSherrie WangBenjamin KellenbergerRibana RoscherDevis Tuia,2024,https://link.springer.com/article/10.1038/s43247-023-01146-0,Article,,removed,no,no,no,no
Registered multi-device/staining histology image dataset for domain-agnostic machine learning models,Scientific Data,10.1038/s41597-024-03122-5,Mieko OchiDaisuke KomuraTakumi OnoyamaKoki ShinboHaruya EndoHiroto OdakaMiwako KakiuchiHiroto KatohTetsuo UshikuShumpei Ishikawa,2024,https://link.springer.com/article/10.1038/s41597-024-03122-5,Article,yes,moved,no,no,no,no
Metamorphic testing of deep neural network-based autonomous driving systems using behavioural domain adequacy,Neural Computing and Applications,10.1007/s00521-024-10794-y,Akram KalaeeSaeed Parsa,2025,https://link.springer.com/article/10.1007/s00521-024-10794-y,Article,,removed,no,no,no,no
Methodological opportunities in genomic data analysis to advance health equity,Nature Reviews Genetics,10.1038/s41576-025-00839-w,Brieuc LehmannLeandra BräuningerYoonsu ChoFabian FalckSmera JayadevaMichael KatellThuy NguyenAntonella PeriniSam TallmanMaxine MackintoshMatt SilverKaroline KuchenbäckerDavid LeslieNilanjan ChatterjeeChris Holmes,2025,https://link.springer.com/article/10.1038/s41576-025-00839-w,Article,,removed,no,,,
Methods for Learning to Quantify,Learning to Quantify,10.1007/978-3-031-20467-8_4,Andrea EsuliAlessandro FabrisAlejandro MoreoFabrizio Sebastiani,2023,https://link.springer.com/chapter/10.1007/978-3-031-20467-8_4,Chapter,,removed,no,no,no,no
Representation learning for clustering via building consensus,Machine Learning,10.1007/s10994-022-06194-9,Aniket Anand DeshmukhJayanth Reddy RegattiEren ManavogluUrun Dogan,2022,https://link.springer.com/article/10.1007/s10994-022-06194-9,Article,yes,moved,no,no,no,no
MiMu: mitigating multiple shortcut learning behavior of transformers,Frontiers of Computer Science,10.1007/s11704-025-50448-3,Lili ZhaoQi LiuWei ChenLiyi ChenRuijun SunMin HouYang WangShijin WangPingping RenJiafeng Zhou,2025,https://link.springer.com/article/10.1007/s11704-025-50448-3,Article,,removed,no,no,no,no
Research on the improvement of domain generalization by the fusion of invariant features and sharpness-aware minimization,The Journal of Supercomputing,10.1007/s11227-024-06797-0,Yixuan YangMingrong DongKai ZengTao Shen,2024,https://link.springer.com/article/10.1007/s11227-024-06797-0,Article,yes,moved,no,no,no,no
Mitigate noisy data for smart IoT via GAN based machine unlearning,Science China Information Sciences,10.1007/s11432-022-3671-9,Zhuo MaYilong YangYang LiuXinjing LiuJianfeng Ma,2024,https://link.springer.com/article/10.1007/s11432-022-3671-9,Article,,removed,no,no,no,no
Mitigating Representation Bias in&#xa0;Action Recognition: Algorithms and&#xa0;Benchmarks,Computer Vision – ECCV 2022 Workshops,10.1007/978-3-031-25069-9_36,Haodong DuanYue ZhaoKai ChenYuanjun XiongDahua Lin,2023,https://link.springer.com/chapter/10.1007/978-3-031-25069-9_36,Conference paper,,removed,no,,,
Rethinking Confidence Calibration for&#xa0;Failure Prediction,Computer Vision – ECCV 2022,10.1007/978-3-031-19806-9_30,Fei ZhuZhen ChengXu-Yao ZhangCheng-Lin Liu,2022,https://link.springer.com/chapter/10.1007/978-3-031-19806-9_30,Conference paper,yes,moved,no,no,no,no
MixUp Data Augmentation for&#xa0;Handwritten Arabic Mathematical Symbols Recognition,Advances in Model and Data Engineering in the Digitalization Era,10.1007/978-3-031-55729-3_3,Ibtissem Hadj AliAnouar Ben KhalifaMohamed Ali Mahjoub,2024,https://link.springer.com/chapter/10.1007/978-3-031-55729-3_3,Conference paper,,removed,no,,,
MLTU: mixup long-tail unsupervised zero-shot image classification on vision-language models,Multimedia Systems,10.1007/s00530-024-01373-1,Yunpeng JiaXiufen YeXinkui MeiYusong LiuShuxiang Guo,2024,https://link.springer.com/article/10.1007/s00530-024-01373-1,Article,,removed,no,no,no,no
Model gradient: unified model and policy learning in model-based reinforcement learning,Frontiers of Computer Science,10.1007/s11704-023-3150-5,Chengxing JiaFuxiang ZhangTian XuJing-Cheng PangZongzhang ZhangYang Yu,2023,https://link.springer.com/article/10.1007/s11704-023-3150-5,Article,,removed,no,,,
"Model selection, theory, and future challenges",Introduction to transfer learning,10.1007/978-981-99-1109-7_6,Jindong Wang,2023,https://link.springer.com/video/segment/10.1007/978-981-99-1109-7_6,Video segment,,removed,no,no,no,no
Jointly exploring client drift and catastrophic forgetting in dynamic learning,Scientific Reports,10.1038/s41598-025-89873-6,Niklas BabendererdeMoritz FuchsCamila GonzalezYuri TolkachAnirban Mukhopadhyay,2025,https://link.springer.com/article/10.1038/s41598-025-89873-6,Article,,removed,no,no,no,no
Model-Based Offline Adaptive Policy Optimization with Episodic Memory,Artificial Neural Networks and Machine Learning – ICANN 2022,10.1007/978-3-031-15931-2_5,Hongye CaoQianru WeiJiangbin ZhengYanqing Shi,2022,https://link.springer.com/chapter/10.1007/978-3-031-15931-2_5,Conference paper,,removed,no,no,no,yes
Model-Based Offline Policy Optimization with Distribution Correcting Regularization,Machine Learning and Knowledge Discovery in Databases. Research Track,10.1007/978-3-030-86486-6_11,Jian ShenMingcheng ChenZhicheng ZhangZhengyu YangWeinan ZhangYong Yu,2021,https://link.springer.com/chapter/10.1007/978-3-030-86486-6_11,Conference paper,,removed,no,,,
Rethinking Out-of-Distribution Detection From a Human-Centric Perspective,International Journal of Computer Vision,10.1007/s11263-024-02099-3,Yao ZhuYuefeng ChenXiaodan LiRong ZhangHui XueXiang TianRongxin JiangBolun ZhengYaowu Chen,2024,https://link.springer.com/article/10.1007/s11263-024-02099-3,Article,yes,moved,no,no,no,yes
MOMTERL: Modeling Molecular Masking and Contrastive Learning Based on Motifs,Advanced Intelligent Computing Technology and Applications,10.1007/978-981-95-0030-7_23,YiFeng ZhuJing PengYangYi LuPing Huang,2025,https://link.springer.com/chapter/10.1007/978-981-95-0030-7_23,Conference paper,,removed,no,,,
Moor: Model-based offline policy optimization with a risk dynamics model,Complex & Intelligent Systems,10.1007/s40747-024-01621-x,Xiaolong SuPeng LiShaofei Chen,2024,https://link.springer.com/article/10.1007/s40747-024-01621-x,Article,,removed,no,no,no,no
Motivation,Visual Domain Adaptation in the Deep Learning Era,10.1007/978-3-031-79175-8_1,Gabriela CsurkaTimothy M. HospedalesMathieu SalzmannTatiana Tommasi,2022,https://link.springer.com/chapter/10.1007/978-3-031-79175-8_1,Chapter,,removed,no,no,no,no
Robust and data-efficient generalization of self-supervised machine learning for diagnostic imaging,Nature Biomedical Engineering,10.1038/s41551-023-01049-7,Shekoofeh AziziLaura CulpJan FreybergBasil MustafaSebastien BaurSimon KornblithTing ChenNenad TomasevJovana MitrovićPatricia StrachanS. Sara MahdaviEllery WulczynBoris BabenkoMegan WalkerAaron LohPo-Hsuan Cameron ChenYuan LiuPinal BavishiScott Mayer McKinneyJim WinkensAbhijit Guha RoyZach BeaverFiona RyanJustin KrogueMozziyar EtemadiUmesh TelangYun LiuLily PengGreg S. CorradoDale R. WebsterDavid FleetGeoffrey HintonNeil HoulsbyAlan KarthikesalingamMohammad NorouziVivek Natarajan,2023,https://link.springer.com/article/10.1038/s41551-023-01049-7,Article,yes,moved,no,no,no,no
Robust Detection of Out-of-Distribution Shifts in Chest X-ray Imaging,Journal of Imaging Informatics in Medicine,10.1007/s10278-025-01559-7,Fatemeh KarimiFarzan FarniaKyongtae Tyler Bae,2025,https://link.springer.com/article/10.1007/s10278-025-01559-7,Article,yes,moved,no,no,no,yes
"Robust Domain Adaptation: Representations, Weights and Inductive Bias",Machine Learning and Knowledge Discovery in Databases,10.1007/978-3-030-67658-2_21,Victor BouvierPhilippe VeryClément ChastagnolMyriam TamiCéline Hudelot,2021,https://link.springer.com/chapter/10.1007/978-3-030-67658-2_21,Conference paper,yes,moved,no,no,no,no
Multi-level Distributional Discrepancy Enhancement for&#xa0;Cross Domain Face Forgery Detection,Pattern Recognition and Computer Vision,10.1007/978-981-97-8499-8_35,Lingyu QiuKe JiangSinan LiuXiaoyang Tan,2025,https://link.springer.com/chapter/10.1007/978-981-97-8499-8_35,Conference paper,,removed,no,no,no,no
Multi-path feature fusion and constrained boundary optimization for open intent detection,The Journal of Supercomputing,10.1007/s11227-025-07499-x,Jinjie HuangWenhe Li,2025,https://link.springer.com/article/10.1007/s11227-025-07499-x,Article,,removed,no,no,no,no
Hardness Analysis of X-Ray Images for Neural-Network Tuberculosis Diagnosis,Computational Mathematics and Modeling,10.1007/s10598-023-09568-3,Ya. A. PchelintsevA. V. KhvostikovA. S. KrylovL. E. ParolinaN. A. NikoforovaL. P. ShepelevaE. S. Prokop’evM. FariasDing Yong,2022,https://link.springer.com/article/10.1007/s10598-023-09568-3,Article,,removed,no,no,no,no
Multimodal Test-Time Adaptation for Fake News Detection,Advanced Intelligent Computing Technology and Applications,10.1007/978-981-96-9949-0_11,Zhao TongXiang YuanQiang LiuLibin HanHaichao ShiShu WuXiao-Yu Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-9949-0_11,Conference paper,,removed,no,,,
Harnessing Error Patterns to&#xa0;Estimate Out-of-Distribution Performance,Machine Learning and Principles and Practice of Knowledge Discovery in Databases,10.1007/978-3-031-74640-6_31,Thomas BonnierBenjamin Bosch,2025,https://link.springer.com/chapter/10.1007/978-3-031-74640-6_31,Conference paper,,removed,no,no,no,no
Multiple feature-anisotropic regularization for out-of-domain intent detection,Knowledge and Information Systems,10.1007/s10115-025-02459-6,Di WuXiaoyu WangLiming Feng,2025,https://link.springer.com/article/10.1007/s10115-025-02459-6,Article,,removed,no,,,
Hierarchical Prompting for&#xa0;Diffusion Classifiers,Computer Vision – ACCV 2024,10.1007/978-981-96-0966-6_18,Wenxin NingDongliang ChangYujun TongZhongjiang HeKongming LiangZhanyu Ma,2025,https://link.springer.com/chapter/10.1007/978-981-96-0966-6_18,Conference paper,,removed,no,no,no,no
Robust Fine-Tuning and&#xa0;Adaptation of&#xa0;Zero-Shot Models via&#xa0;Adaptive Weight-Space Ensembling,Computer Vision – ECCV 2024 Workshops,10.1007/978-3-031-91672-4_21,Mario DöblerMichael FeilRobert A. MarsdenBin Yang,2025,https://link.springer.com/chapter/10.1007/978-3-031-91672-4_21,Conference paper,yes,moved,no,no,no,no
Robust Object Detection with Domain-Invariant Training and Continual Test-Time Adaptation,International Journal of Computer Vision,10.1007/s11263-025-02465-9,Qi FanMattia SeguBernt SchieleDengxin DaiYu-Wing TaiChi-Keung Tang,2025,https://link.springer.com/article/10.1007/s11263-025-02465-9,Article,yes,moved,no,no,no,no
"Navigating the landscape of concept-supported XAI: Challenges, innovations, and future directions",Multimedia Tools and Applications,10.1007/s11042-023-17666-y,Zahra Shams KhoozaniAznul Qalid Md SabriWoo Chaw SengManjeevan SeeraKah Yee Eg,2024,https://link.springer.com/article/10.1007/s11042-023-17666-y,Article,,removed,no,no,no,no
Sample separation and domain alignment complementary learning mechanism for open set domain adaptation,Applied Intelligence,10.1007/s10489-022-04262-0,Long SifanWang ShengshengZhao XinFu ZihaoWang Bilin,2023,https://link.springer.com/article/10.1007/s10489-022-04262-0,Article,yes,yes,no,no,no,yes
SCOD: From Heuristics to&#xa0;Theory,Computer Vision – ECCV 2024,10.1007/978-3-031-72907-2_25,Vojtech FrancJakub PaplhamDaniel Prusa,2025,https://link.springer.com/chapter/10.1007/978-3-031-72907-2_25,Conference paper,yes,moved,no,no,no,no
